identified_name,identified_rank,identified_no,accepted_name,accepted_rank,accepted_no,early_interval,max_ma,min_ma,reference_no,cc,state
Tentaculites ? sp.,genus,8234,Tentaculites,genus,8234,Silurian,443.4,358.9,7121,CA,Northwest Territories
Brachiopoda spp.,phylum,26322,Brachiopoda,phylum,26322,Silurian,443.4,358.9,7121,CA,Northwest Territories
Trilobita spp.,class,19100,Trilobita,class,19100,Silurian,443.4,358.9,7121,CA,Northwest Territories
Bryozoa spp.,phylum,24773,Bryozoa,phylum,24773,Silurian,443.4,358.9,7121,CA,Northwest Territories
Cnidaria spp.,phylum,4524,Cnidaria,phylum,4524,Silurian,443.4,358.9,7121,CA,Northwest Territories
cf. Tentaculites sp.,genus,8234,Tentaculites,genus,8234,Silurian,443.4,419.2,7121,CA,Northwest Territories
cf. Styliolina sp.,genus,8264,Styliolina,genus,8264,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Silurian,443.4,419.2,7121,CA,Northwest Territories
Brachiopoda indet.,phylum,26322,Brachiopoda,phylum,26322,Silurian,443.4,419.2,7121,CA,Northwest Territories
Cnidaria indet.,phylum,4524,Cnidaria,phylum,4524,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus bohemicus,species,378158,Bohemograptus bohemicus,species,378156,Ludlow,427.4,423,7121,CA,Northwest Territories
Brachiopoda indet.,phylum,26322,Brachiopoda,phylum,26322,Silurian,443.4,419.2,7121,CA,Northwest Territories
Conchidium cf. alaskense,species,28188,Conchidium,genus,28188,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus spp.,genus,33698,Monograptus,genus,33698,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus cf. spiralis,species,365889,Oktavites spiralis,species,365888,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus (aff. Diversograptus) runcinatus,species,33698,Monograptus,genus,33698,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Retiolites sp.,genus,33757,Retiolites,genus,33757,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus aff. gemmatus,species,33698,Monograptus,genus,33698,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus aff. turriculatus,species,33698,Monograptus,genus,33698,Llandovery,443.4,433.4,7121,CA,Northwest Territories
cf. Petalograptus sp.,genus,33728,Petalolithus,genus,33729,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Atrypa cf. gabrielsi,species,29779,Atrypa,genus,29779,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Glassia variabilis,species,29840,Glassia,genus,29840,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Fardenia sp.,genus,27373,Fardenia,genus,27373,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Fardenia cf. ellipsoides,species,27373,Fardenia,genus,27373,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Aulacopleura socialis,species,21081,Aulacopleura,genus,21081,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Encrinurus princeps,species,21560,Encrinurus,genus,21560,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Leonaspis semiglabra,species,19814,Leonaspis,genus,19814,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Scutellum borealis,species,19684,Scutellum,genus,19684,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Strepelasma sp.,genus,0,,,,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Bighornia sp.,genus,5219,Bighornia,genus,5219,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Palaeophyllum spp.,genus,5717,Palaeophyllum,genus,5717,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Palaeophyllum cf. halysitoides,species,5717,Palaeophyllum,genus,5717,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Calapoecia sp.,genus,4831,Calapoecia,genus,4831,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Sarcinula sp.,genus,5037,Sarcinula,genus,5037,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Catenipora sp.,genus,4835,Catenipora,genus,4835,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Catenipora cf. rubra,species,4835,Catenipora,genus,4835,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Palaeofavosites spp.,genus,308668,Paleofavosites,genus,4980,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Tentaculites sp.,genus,8234,Tentaculites,genus,8234,Devonian,419.2,358.9,7121,CA,Northwest Territories
Coleolus sp.,genus,7426,Coleolus,genus,7426,Devonian,419.2,358.9,7121,CA,Northwest Territories
Styliolina sp.,genus,8264,Styliolina,genus,8264,Devonian,419.2,358.9,7121,CA,Northwest Territories
cf. Aulacera sp.,genus,3351,Aulacera,genus,3351,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Catenipora cf. rubra,species,4835,Catenipora,genus,4835,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Palaeofavosites spp.,genus,308668,Paleofavosites,genus,4980,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
cf. Maclurites sp.,genus,8511,Maclurites,genus,8511,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
cf. Streptelasma sp.,genus,5951,Streptelasma,genus,5951,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Parafavosites sp.,genus,116346,Parafavosites,genus,116346,Late Ordovician,458.4,419.2,7121,CA,Northwest Territories
cf. Eoleperditia sp.,genus,22934,Eoleperditia,genus,22934,Middle Ordovician,470,458.4,7121,CA,Northwest Territories
Leptaena sp.,genus,27544,Leptaena,genus,27544,Late Ordovician,458.4,419.2,7121,CA,Northwest Territories
Streptelasma sp.,genus,5951,Streptelasma,genus,5951,Late Ordovician,458.4,419.2,7121,CA,Northwest Territories
aff. Calapoecia sp.,genus,4831,Calapoecia,genus,4831,Late Ordovician,458.4,419.2,7121,CA,Northwest Territories
Palaeofavosites sp.,genus,308668,Paleofavosites,genus,4980,Late Ordovician,458.4,419.2,7121,CA,Northwest Territories
Climacograptus sp.,genus,33636,Climacograptus,genus,33636,Caradocian,460.9,443.7,7121,CA,Northwest Territories
Dicellograptus sp.,genus,33650,Dicellograptus,genus,33650,Caradocian,460.9,443.7,7121,CA,Northwest Territories
Climacograptus sp.,genus,33636,Climacograptus,genus,33636,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Dicellograptus sp.,genus,33650,Dicellograptus,genus,33650,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Cnemidopyge sp.,genus,19914,Cnemidopyge,genus,19914,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Dicranograptus sp.,genus,33653,Dicranograptus,genus,33653,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Streptelasma sp.,genus,5951,Streptelasma,genus,5951,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Grewingkia sp.,genus,5466,Grewingkia,genus,5466,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Favistina sp.,genus,5441,Favistina,genus,5441,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Palaeophyllum sp.,genus,5717,Palaeophyllum,genus,5717,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Catenipora aff. rubra,species,4835,Catenipora,genus,4835,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Palaeofavosites ? sp.,genus,308668,Paleofavosites,genus,4980,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Parafavosites sp.,genus,116346,Parafavosites,genus,116346,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Rhynchotrema sp.,genus,28863,Rhynchotrema,genus,28863,Late Ordovician,458.4,443.4,7121,CA,Northwest Territories
Orthograptus ? sp.,genus,33714,Orthograptus,genus,33714,Ashgill,449.5,443.7,7121,CA,Northwest Territories
Climacograptus ? sp.,genus,33636,Climacograptus,genus,33636,Ashgill,449.5,443.7,7121,CA,Northwest Territories
Dicellograptus complanatus,species,306226,Dicellograptus complanatus,species,306226,Ashgill,449.5,443.7,7121,CA,Northwest Territories
Climacograptus sp.,genus,33636,Climacograptus,genus,33636,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Dicellograptus sp.,genus,33650,Dicellograptus,genus,33650,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Dicranograptus sp.,genus,33653,Dicranograptus,genus,33653,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Inarticulata indet. informal,order,26587,Brachiopoda,phylum,26322,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Didymograptus cf. extensus,species,378666,Didymograptus extensus,species,378665,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Isograptus ? sp.,genus,33679,Isograptus,genus,33679,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Tetragraptus cf. quadribrachiatus,species,378660,Tetragraptus quadribrachiatus,species,378659,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Hexagonaria sp.,genus,5501,Hexagonaria,genus,5501,Eifelian,393.3,387.7,7121,CA,Northwest Territories
cf. Phillipsastrea sp.,genus,5775,Phillipsastrea,genus,5775,Eifelian,393.3,387.7,7121,CA,Northwest Territories
Favosites sp.,genus,4880,Favosites,genus,4880,Eifelian,393.3,387.7,7121,CA,Northwest Territories
Alveolites sp.,genus,4801,Alveolites,genus,4801,Eifelian,393.3,387.7,7121,CA,Northwest Territories
Catenipora sp.,genus,4835,Catenipora,genus,4835,Middle Ordovician,470,419.2,7121,CA,Northwest Territories
Monograptus spp.,genus,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus aff. bohemicus,species,378158,Bohemograptus bohemicus,species,378156,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus spp.,genus,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus cf. dubius,species,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus bohemicus,species,378158,Bohemograptus bohemicus,species,378156,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus cf. crinitus,species,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
Monograptus bohemicus,species,378158,Bohemograptus bohemicus,species,378156,Ludlow,427.4,423,7121,CA,Northwest Territories
Linograptus phillipsi,species,33689,Linograptus,genus,33689,Ludlow,427.4,423,7121,CA,Northwest Territories
cf. Climacograptus sp.,genus,33636,Climacograptus,genus,33636,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Dicellograptus spp.,genus,33650,Dicellograptus,genus,33650,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Dicranograptus sp.,genus,33653,Dicranograptus,genus,33653,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Glossograptus ? sp.,genus,33668,Glossograptus,genus,33668,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Nemagraptus ? sp.,genus,33700,Nemagraptus,genus,33700,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Orthograptus ? sp.,genus,33714,Orthograptus,genus,33714,Caradocian,460.9,449.5,7121,CA,Northwest Territories
cf. Calapoecia sp.,genus,4831,Calapoecia,genus,4831,Caradoc,460.9,449.5,7121,CA,Northwest Territories
cf. Bythocypris sp.,genus,23957,Bythocypris,genus,23957,Caradoc,460.9,449.5,7121,CA,Northwest Territories
cf. Robergia sp.,genus,20178,Robergia,genus,20178,Caradoc,460.9,449.5,7121,CA,Northwest Territories
Glyptograptus sp.,genus,33669,Glyptograptus,genus,33669,Caradoc,460.9,449.5,7121,CA,Northwest Territories
Primitia sp.,genus,23484,Primitia,genus,23484,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Lonchodomas ? sp.,genus,20035,Lonchodomas,genus,20035,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Cnemidopyge sp.,genus,19914,Cnemidopyge,genus,19914,Caradocian,460.9,449.5,7121,CA,Northwest Territories
Tryplasma sp.,genus,6023,Tryplasma,genus,6023,Silurian,443.4,419.2,7121,CA,Northwest Territories
cf. Disphyllum sp.,genus,5388,Disphyllum,genus,5388,Silurian,443.4,419.2,7121,CA,Northwest Territories
Cystiphyllum sp.,genus,5349,Cystiphyllum,genus,5349,Silurian,443.4,419.2,7121,CA,Northwest Territories
Parafavosites sp.,genus,116346,Parafavosites,genus,116346,Silurian,443.4,419.2,7121,CA,Northwest Territories
Favosites sp.,genus,4880,Favosites,genus,4880,Silurian,443.4,419.2,7121,CA,Northwest Territories
Parastriatopora ? sp.,genus,4983,Parastriatopora,genus,4983,Silurian,443.4,419.2,7121,CA,Northwest Territories
Atrypella cf. scheii,species,184922,Atrypella scheii,species,184922,Silurian,443.4,419.2,7121,CA,Northwest Territories
Cyrtograptus sp.,genus,33646,Cyrtograptus,genus,33646,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Silurian,443.4,419.2,7121,CA,Northwest Territories
Retiolites sp.,genus,33757,Retiolites,genus,33757,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus aff. priodon,species,351231,Monograptus priodon,species,351230,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus spiralis,species,365889,Oktavites spiralis,species,365888,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Retiolites sp.,genus,33757,Retiolites,genus,33757,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Diversograptus sp.,genus,33661,Diversograptus,genus,33661,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus spp.,genus,33698,Monograptus,genus,33698,Silurian,443.4,419.2,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Monograptus cf. spiralis,species,365889,Oktavites spiralis,species,365888,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Retiolites sp.,genus,33757,Retiolites,genus,33757,Llandovery,443.4,433.4,7121,CA,Northwest Territories
Clonograptus sp.,genus,33548,Clonograptus,genus,33548,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Didymograptus ? sp.,genus,33655,Didymograptus,genus,33655,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Tetragraptus cf. quadribrachiatus,species,378660,Tetragraptus quadribrachiatus,species,378659,Arenigian,478.6,468.1,7121,CA,Northwest Territories
Clonograptus sp.,genus,33548,Clonograptus,genus,33548,Tremadocian,485.4,468.1,7121,CA,Northwest Territories
Dictyonema ? sp.,genus,33553,Dictyonema,genus,33553,Merioneth,501,485.4,7121,CA,Northwest Territories
cf. Minicephalus sp.,genus,20724,Minicephalus,genus,20724,Dresbachian,501,485.4,7121,CA,Northwest Territories
Tricrepicephalus sp.,genus,21016,Tricrepicephalus,genus,21016,Dresbachian,501,485.4,7121,CA,Northwest Territories
Callograptus sp.,genus,33545,Callograptus,genus,33545,Merioneth,501,485.4,7121,CA,Northwest Territories
Dendrograptus sp.,genus,33551,Dendrograptus,genus,33551,Merioneth,501,485.4,7121,CA,Northwest Territories
cf. Tricrepicephalus sp.,genus,21016,Tricrepicephalus,genus,21016,Dresbachian,501,485.4,7121,CA,Northwest Territories
Dendrograptus sp.,genus,33551,Dendrograptus,genus,33551,Merioneth,501,485.4,7121,CA,Northwest Territories
Dendrograptus sp.,genus,33551,Dendrograptus,genus,33551,Merioneth,501,485.4,7121,CA,Northwest Territories
Monograptus sp.,genus,33698,Monograptus,genus,33698,Ludlow,427.4,423,7121,CA,Northwest Territories
cf. Styliolina sp.,genus,8264,Styliolina,genus,8264,Ludlow,427.4,423,7121,CA,Northwest Territories
