order,species,iucn_status
Rodentia,Abditomys_latidens,DD
Rodentia,Abeomelomys_sevia,LC
Rodentia,Abrawayaomys_ruschii,LC
Rodentia,Abrocoma_bennettii,LC
Rodentia,Abrocoma_boliviensis,CR
Rodentia,Abrocoma_budini,DD
Rodentia,Abrocoma_cinerea,LC
Rodentia,Abrocoma_famatina,DD
Rodentia,Abrocoma_shistacea,LC
Rodentia,Abrocoma_uspallata,DD
Rodentia,Abrocoma_vaccarum,DD
Rodentia,Abrothrix_andinus,LC
Rodentia,Abrothrix_illutea,LC
Rodentia,Abrothrix_jelskii,LC
Rodentia,Abrothrix_lanosus,LC
Rodentia,Abrothrix_longipilis,LC
Rodentia,Abrothrix_olivaceus,LC
Rodentia,Abrothrix_sanborni,NT
Chiroptera,Acerodon_celebensis,VU
Chiroptera,Acerodon_humilis,EN
Chiroptera,Acerodon_jubatus,EN
Chiroptera,Acerodon_leucotis,VU
Chiroptera,Acerodon_mackloti,VU
Carnivora,Acinonyx_jubatus,VU
Rodentia,Acomys_airensis,LC
Rodentia,Acomys_cahirinus,LC
Rodentia,Acomys_cilicicus,DD
Rodentia,Acomys_cineraceus,LC
Rodentia,Acomys_dimidiatus,LC
Rodentia,Acomys_ignitus,LC
Rodentia,Acomys_johannis,LC
Rodentia,Acomys_kempi,LC
Rodentia,Acomys_louisae,LC
Rodentia,Acomys_minous,DD
Rodentia,Acomys_mullah,LC
Rodentia,Acomys_nesiotes,DD
Rodentia,Acomys_percivali,LC
Rodentia,Acomys_russatus,LC
Rodentia,Acomys_seurati,LC
Rodentia,Acomys_spinosissimus,LC
Rodentia,Acomys_subspinosus,LC
Rodentia,Acomys_wilsoni,LC
Rodentia,Aconaemys_fuscus,LC
Rodentia,Aconaemys_porteri,DD
Rodentia,Aconaemys_sagei,DD
Pilosa,Acratocnus_odontrigonus,DD
Pilosa,Acratocnus_ye,DD
Diprotodontia,Acrobates_pygmaeus,LC
Cetartiodactyla,Addax_nasomaculatus,CR
Rodentia,Aegialomys_galapagoensis,VU
Rodentia,Aegialomys_xanthaeolus,LC
Rodentia,Aepeomys_lugens,LC
Rodentia,Aepeomys_reigi,VU
Cetartiodactyla,Aepyceros_melampus,LC
Diprotodontia,Aepyprymnus_rufescens,LC
Rodentia,Aeretes_melanopterus,NT
Rodentia,Aeromys_tephromelas,DD
Rodentia,Aeromys_thomasi,LC
Chiroptera,Aethalops_aequalis,LC
Chiroptera,Aethalops_alecto,LC
Rodentia,Aethomys_bocagei,LC
Rodentia,Aethomys_chrysophilus,LC
Rodentia,Aethomys_granti,LC
Rodentia,Aethomys_hindei,LC
Rodentia,Aethomys_ineptus,LC
Rodentia,Aethomys_kaiseri,LC
Rodentia,Aethomys_namaquensis,LC
Rodentia,Aethomys_nyikae,LC
Rodentia,Aethomys_silindensis,DD
Rodentia,Aethomys_stannarius,DD
Rodentia,Aethomys_thomasi,LC
Cetartiodactyla,Agalmaceros_blicki,DD
Carnivora,Ailuropoda_melanoleuca,VU
Diprotodontia,Ailurops_melanotis,CR
Diprotodontia,Ailurops_ursinus,VU
Carnivora,Ailurus_fulgens,EN
Rodentia,Akodon_aerosus,LC
Rodentia,Akodon_affinis,LC
Rodentia,Akodon_albiventer,LC
Rodentia,Akodon_aliquantulus,DD
Rodentia,Akodon_azarae,LC
Rodentia,Akodon_boliviensis,LC
Rodentia,Akodon_budini,LC
Rodentia,Akodon_cursor,LC
Rodentia,Akodon_dayi,LC
Rodentia,Akodon_dolores,LC
Rodentia,Akodon_fumeus,LC
Rodentia,Akodon_iniscatus,LC
Rodentia,Akodon_juninensis,LC
Rodentia,Akodon_kofordi,LC
Rodentia,Akodon_leucolimnaeus,DD
Rodentia,Akodon_lindberghi,DD
Rodentia,Akodon_lutescens,LC
Rodentia,Akodon_mimus,LC
Rodentia,Akodon_molinae,LC
Rodentia,Akodon_mollis,LC
Rodentia,Akodon_montensis,LC
Rodentia,Akodon_mystax,DD
Rodentia,Akodon_neocenus,DD
Rodentia,Akodon_oenos,DD
Rodentia,Akodon_orophilus,LC
Rodentia,Akodon_paranaensis,LC
Rodentia,Akodon_pervalens,DD
Rodentia,Akodon_philipmyersi,DD
Rodentia,Akodon_reigi,LC
Rodentia,Akodon_sanctipaulensis,DD
Rodentia,Akodon_serrensis,LC
Rodentia,Akodon_siberiae,NT
Rodentia,Akodon_simulator,LC
Rodentia,Akodon_spegazzinii,LC
Rodentia,Akodon_subfuscus,LC
Rodentia,Akodon_surdus,VU
Rodentia,Akodon_sylvanus,LC
Rodentia,Akodon_toba,LC
Rodentia,Akodon_torques,LC
Rodentia,Akodon_varius,DD
Cetartiodactyla,Alcelaphus_buselaphus,LC
Cetartiodactyla,Alces_alces,LC
Chiroptera,Alionycteris_paucidentata,LC
Rodentia,Allactaga_balikunica,LC
Rodentia,Allactaga_bullata,LC
Rodentia,Allactaga_elater,LC
Rodentia,Allactaga_euphratica,NT
Rodentia,Allactaga_firouzi,DD
Rodentia,Allactaga_hotsoni,LC
Rodentia,Allactaga_major,LC
Rodentia,Allactaga_severtzovi,LC
Rodentia,Allactaga_sibirica,LC
Rodentia,Allactaga_tetradactyla,VU
Rodentia,Allactaga_vinogradovi,NT
Rodentia,Allactaga_williamsi,LC
Rodentia,Allactodipus_bobrinskii,LC
Primates,Allenopithecus_nigroviridis,LC
Primates,Allocebus_trichotis,VU
Primates,Allochrocebus_lhoesti,VU
Primates,Allochrocebus_preussi,EN
Primates,Allochrocebus_solatus,VU
Rodentia,Allocricetulus_curtatus,LC
Rodentia,Allocricetulus_eversmanni,LC
Primates,Alouatta_arctoidea,LC
Primates,Alouatta_belzebul,VU
Primates,Alouatta_caraya,LC
Primates,Alouatta_discolor,VU
Primates,Alouatta_guariba,LC
Primates,Alouatta_macconnelli,LC
Primates,Alouatta_nigerrima,LC
Primates,Alouatta_palliata,LC
Primates,Alouatta_pigra,EN
Primates,Alouatta_sara,LC
Primates,Alouatta_seniculus,LC
Primates,Alouatta_ululata,EN
Rodentia,Alticola_albicaudus,DD
Rodentia,Alticola_argentatus,LC
Rodentia,Alticola_barakshin,LC
Rodentia,Alticola_lemminus,LC
Rodentia,Alticola_macrotis,LC
Rodentia,Alticola_montosa,VU
Rodentia,Alticola_olchonensis,EN
Rodentia,Alticola_roylei,NT
Rodentia,Alticola_semicanus,LC
Rodentia,Alticola_stoliczkanus,LC
Rodentia,Alticola_strelzowi,LC
Rodentia,Alticola_tuvinicus,LC
Rodentia,Amblyrhiza_inundata,DD
Afrosoricida,Amblysomus_corriae,NT
Afrosoricida,Amblysomus_hottentotus,LC
Afrosoricida,Amblysomus_marleyi,EN
Afrosoricida,Amblysomus_robustus,VU
Afrosoricida,Amblysomus_septentrionalis,NT
Chiroptera,Ametrida_centurio,LC
Rodentia,Ammodillus_imbellis,DD
Cetartiodactyla,Ammodorcas_clarkei,VU
Rodentia,Ammospermophilus_harrisii,LC
Rodentia,Ammospermophilus_interpres,LC
Rodentia,Ammospermophilus_leucurus,LC
Rodentia,Ammospermophilus_nelsoni,EN
Cetartiodactyla,Ammotragus_lervia,VU
Chiroptera,Amorphochilus_schnablii,VU
Rodentia,Amphinectomys_savamis,DD
Scandentia,Anathana_ellioti,LC
Rodentia,Andalgalomys_olrogi,LC
Rodentia,Andalgalomys_pearsoni,LC
Rodentia,Andinomys_edax,LC
Rodentia,Anisomys_imitator,LC
Rodentia,Anomalurus_beecrofti,LC
Rodentia,Anomalurus_derbianus,LC
Rodentia,Anomalurus_pelii,DD
Rodentia,Anomalurus_pusillus,LC
Rodentia,Anonymomys_mindorensis,DD
Rodentia,Anotomys_leander,VU
Chiroptera,Anoura_caudifer,LC
Chiroptera,Anoura_cultrata,LC
Chiroptera,Anoura_fistulata,DD
Chiroptera,Anoura_geoffroyi,LC
Chiroptera,Anoura_latidens,LC
Chiroptera,Anoura_luismanueli,LC
Eulipotyphla,Anourosorex_assamensis,LC
Eulipotyphla,Anourosorex_schmidi,DD
Eulipotyphla,Anourosorex_squamipes,LC
Eulipotyphla,Anourosorex_yamashinai,LC
Dasyuromorphia,Antechinomys_laniger,LC
Dasyuromorphia,Antechinus_adustus,LC
Dasyuromorphia,Antechinus_agilis,LC
Dasyuromorphia,Antechinus_bellus,VU
Dasyuromorphia,Antechinus_flavipes,LC
Dasyuromorphia,Antechinus_godmani,NT
Dasyuromorphia,Antechinus_leo,LC
Dasyuromorphia,Antechinus_minimus,LC
Dasyuromorphia,Antechinus_stuartii,LC
Dasyuromorphia,Antechinus_subtropicus,LC
Dasyuromorphia,Antechinus_swainsonii,LC
Chiroptera,Anthops_ornatus,DD
Cetartiodactyla,Antidorcas_australis,DD
Cetartiodactyla,Antidorcas_bondi,DD
Cetartiodactyla,Antidorcas_marsupialis,LC
Cetartiodactyla,Antifer_ultra,DD
Rodentia,Antillomys_rayi,DD
Primates,Antillothrix_bernensis,DD
Cetartiodactyla,Antilocapra_americana,LC
Cetartiodactyla,Antilope_cervicapra,NT
Chiroptera,Antrozous_pallidus,LC
Carnivora,Aonyx_capensis,NT
Carnivora,Aonyx_cinereus,VU
Carnivora,Aonyx_congicus,NT
Primates,Aotus_azarae,LC
Primates,Aotus_brumbacki,VU
Primates,Aotus_griseimembra,VU
Primates,Aotus_jorgehernandezi,DD
Primates,Aotus_lemurinus,VU
Primates,Aotus_miconax,VU
Primates,Aotus_nancymaae,LC
Primates,Aotus_nigriceps,LC
Primates,Aotus_trivirgatus,LC
Primates,Aotus_vociferans,LC
Primates,Aotus_zonalis,DD
Rodentia,Aplodontia_rufa,LC
Rodentia,Apodemus_agrarius,LC
Rodentia,Apodemus_alpicola,LC
Rodentia,Apodemus_argenteus,LC
Rodentia,Apodemus_avicennicus,DD
Rodentia,Apodemus_chevrieri,LC
Rodentia,Apodemus_draco,LC
Rodentia,Apodemus_epimelas,LC
Rodentia,Apodemus_flavicollis,LC
Rodentia,Apodemus_gurkha,LC
Rodentia,Apodemus_hyrcanicus,NT
Rodentia,Apodemus_latronum,LC
Rodentia,Apodemus_mystacinus,LC
Rodentia,Apodemus_pallipes,LC
Rodentia,Apodemus_peninsulae,LC
Rodentia,Apodemus_ponticus,LC
Rodentia,Apodemus_rusiges,LC
Rodentia,Apodemus_semotus,LC
Rodentia,Apodemus_speciosus,LC
Rodentia,Apodemus_sylvaticus,LC
Rodentia,Apodemus_uralensis,LC
Rodentia,Apodemus_witherbyi,LC
Rodentia,Apomys_abrae,LC
Rodentia,Apomys_camiguinensis,VU
Rodentia,Apomys_datae,LC
Rodentia,Apomys_gracilirostris,LC
Rodentia,Apomys_hylocetes,LC
Rodentia,Apomys_insignis,LC
Rodentia,Apomys_littoralis,DD
Rodentia,Apomys_microdon,LC
Rodentia,Apomys_musculus,LC
Rodentia,Apomys_sacobianus,LC
Chiroptera,Aproteles_bulmerae,CR
Cetartiodactyla,Arabitragus_jayakari,EN
Rodentia,Arborimus_albipes,LC
Rodentia,Arborimus_longicaudus,NT
Rodentia,Arborimus_pomo,NT
Primates,Archaeoindris_fontoynonti,DD
Primates,Archaeolemur_edwardsi,DD
Primates,Archaeolemur_majori,DD
Rodentia,Archboldomys_luzonensis,VU
Carnivora,Arctictis_binturong,VU
Primates,Arctocebus_aureus,LC
Primates,Arctocebus_calabarensis,LC
Carnivora,Arctocephalus_australis,LC
Carnivora,Arctocephalus_forsteri,LC
Carnivora,Arctocephalus_galapagoensis,EN
Carnivora,Arctocephalus_gazella,LC
Carnivora,Arctocephalus_philippii,LC
Carnivora,Arctocephalus_pusillus,LC
Carnivora,Arctocephalus_townsendi,LC
Carnivora,Arctocephalus_tropicalis,LC
Carnivora,Arctodus_simus,DD
Carnivora,Arctogalidia_trivirgata,LC
Carnivora,Arctonyx_albogularis,LC
Carnivora,Arctonyx_collaris,VU
Carnivora,Arctonyx_hoevenii,LC
Carnivora,Arctotherium_tarijense,DD
Carnivora,Arctotherium_wingei,DD
Chiroptera,Ardops_nichollsi,LC
Chiroptera,Arielulus_aureocollaris,LC
Chiroptera,Arielulus_circumdatus,LC
Chiroptera,Arielulus_cuprosus,VU
Chiroptera,Arielulus_societatis,VU
Chiroptera,Arielulus_torquatus,LC
Chiroptera,Ariteus_flavescens,LC
Chiroptera,Artibeus_amplus,LC
Chiroptera,Artibeus_anthonyi,DD
Chiroptera,Artibeus_concolor,LC
Chiroptera,Artibeus_fimbriatus,LC
Chiroptera,Artibeus_fraterculus,LC
Chiroptera,Artibeus_hirsutus,LC
Chiroptera,Artibeus_inopinatus,DD
Chiroptera,Artibeus_jamaicensis,LC
Chiroptera,Artibeus_lituratus,LC
Chiroptera,Artibeus_obscurus,LC
Chiroptera,Artibeus_planirostris,LC
Chiroptera,Artibeus_schwartzi,DD
Rodentia,Arvicanthis_abyssinicus,LC
Rodentia,Arvicanthis_ansorgei,LC
Rodentia,Arvicanthis_blicki,NT
Rodentia,Arvicanthis_nairobae,LC
Rodentia,Arvicanthis_neumanni,LC
Rodentia,Arvicanthis_niloticus,LC
Rodentia,Arvicanthis_rufinus,LC
Rodentia,Arvicola_amphibius,LC
Rodentia,Arvicola_sapidus,VU
Rodentia,Arvicola_scherman,LC
Chiroptera,Asellia_patrizii,LC
Chiroptera,Asellia_tridens,LC
Chiroptera,Aselliscus_stoliczkanus,LC
Chiroptera,Aselliscus_tricuspidatus,LC
Eulipotyphla,Atelerix_albiventris,LC
Eulipotyphla,Atelerix_algirus,LC
Eulipotyphla,Atelerix_frontalis,LC
Eulipotyphla,Atelerix_sclateri,LC
Primates,Ateles_belzebuth,EN
Primates,Ateles_chamek,EN
Primates,Ateles_fusciceps,CR
Primates,Ateles_geoffroyi,EN
Primates,Ateles_hybridus,CR
Primates,Ateles_marginatus,EN
Primates,Ateles_paniscus,VU
Carnivora,Atelocynus_microtis,NT
Rodentia,Atherurus_africanus,LC
Rodentia,Atherurus_macrourus,LC
Carnivora,Atilax_paludinosus,LC
Rodentia,Atlantoxerus_getulus,LC
Rodentia,Auliscomys_boliviensis,LC
Rodentia,Auliscomys_pictus,LC
Rodentia,Auliscomys_sublimis,LC
Chiroptera,Austronomus_australis,LC
Chiroptera,Austronomus_kuboriensis,LC
Primates,Avahi_betsileo,EN
Primates,Avahi_cleesei,EN
Primates,Avahi_laniger,VU
Primates,Avahi_meridionalis,EN
Primates,Avahi_mooreorum,EN
Primates,Avahi_occidentalis,EN
Primates,Avahi_peyrierasi,VU
Primates,Avahi_ramanantsoavanai,VU
Primates,Avahi_unicolor,EN
Cetartiodactyla,Axis_axis,LC
Cetartiodactyla,Axis_calamianensis,EN
Cetartiodactyla,Axis_kuhlii,CR
Cetartiodactyla,Axis_porcinus,EN
Lagomorpha,Aztlanolagus_agilis,DD
Primates,Babakotia_radofilai,DD
Cetartiodactyla,Babyrousa_babyrussa,VU
Cetartiodactyla,Babyrousa_celebensis,VU
Cetartiodactyla,Babyrousa_togeanensis,EN
Rodentia,Baiomys_musculus,LC
Rodentia,Baiomys_taylori,LC
Rodentia,Baiyankamys_habbema,DD
Rodentia,Baiyankamys_shawmayeri,LC
Cetartiodactyla,Balaena_mysticetus,LC
Cetartiodactyla,Balaenoptera_acutorostrata,LC
Cetartiodactyla,Balaenoptera_bonaerensis,DD
Cetartiodactyla,Balaenoptera_borealis,EN
Cetartiodactyla,Balaenoptera_edeni,DD
Cetartiodactyla,Balaenoptera_musculus,EN
Cetartiodactyla,Balaenoptera_omurai,DD
Cetartiodactyla,Balaenoptera_physalus,EN
Chiroptera,Balantiopteryx_infusca,VU
Chiroptera,Balantiopteryx_io,VU
Chiroptera,Balantiopteryx_plicata,LC
Chiroptera,Balionycteris_maculata,LC
Rodentia,Bandicota_bengalensis,LC
Rodentia,Bandicota_indica,LC
Rodentia,Bandicota_savilei,LC
Chiroptera,Barbastella_barbastellus,NT
Chiroptera,Barbastella_leucomelas,LC
Carnivora,Bassaricyon_alleni,LC
Carnivora,Bassaricyon_gabbii,LC
Carnivora,Bassaricyon_medius,LC
Carnivora,Bassaricyon_neblina,NT
Carnivora,Bassariscus_astutus,LC
Carnivora,Bassariscus_sumichrasti,LC
Rodentia,Bathyergus_janetta,LC
Rodentia,Bathyergus_suillus,LC
Rodentia,Batomys_dentatus,DD
Rodentia,Batomys_granti,NT
Rodentia,Batomys_russatus,EN
Rodentia,Batomys_salomonseni,LC
Chiroptera,Bauerus_dubiaquercus,NT
Carnivora,Bdeogale_crassicauda,LC
Carnivora,Bdeogale_jacksoni,NT
Carnivora,Bdeogale_nigripes,LC
Carnivora,Bdeogale_omnivora,VU
Rodentia,Beamys_hindei,LC
Cetartiodactyla,Beatragus_hunteri,CR
Rodentia,Belomys_pearsonii,DD
Cetartiodactyla,Berardius_arnuxii,DD
Cetartiodactyla,Berardius_bairdii,DD
Rodentia,Berylmys_berdmorei,LC
Rodentia,Berylmys_bowersi,LC
Rodentia,Berylmys_mackenziei,DD
Rodentia,Berylmys_manipulus,DD
Diprotodontia,Bettongia_anhydra,EX
Diprotodontia,Bettongia_gaimardi,NT
Diprotodontia,Bettongia_lesueur,NT
Diprotodontia,Bettongia_penicillata,CR
Diprotodontia,Bettongia_pusilla,EX
Diprotodontia,Bettongia_tropica,EN
Rodentia,Bibimys_chacoensis,LC
Rodentia,Bibimys_labiosus,LC
Rodentia,Bibimys_torresi,NT
Cetartiodactyla,Bison_bison,NT
Cetartiodactyla,Bison_bonasus,VU
Rodentia,Biswamoyopterus_biswasi,CR
Rodentia,Blanfordimys_afghanus,LC
Rodentia,Blanfordimys_bucharensis,LC
Eulipotyphla,Blarina_brevicauda,LC
Eulipotyphla,Blarina_carolinensis,LC
Eulipotyphla,Blarina_hylophaga,LC
Eulipotyphla,Blarinella_griselda,LC
Eulipotyphla,Blarinella_quadraticauda,NT
Eulipotyphla,Blarinella_wardi,LC
Rodentia,Blarinomys_breviceps,LC
Cetartiodactyla,Blastocerus_dichotomus,VU
Cetartiodactyla,Bootherium_bombifrons,DD
Rodentia,Boromys_offella,EX
Rodentia,Boromys_torrei,EX
Diprotodontia,Borungaboodie_hatcheri,DD
Cetartiodactyla,Bos_gaurus,VU
Cetartiodactyla,Bos_javanicus,EN
Cetartiodactyla,Bos_mutus,VU
Cetartiodactyla,Bos_primigenius,EX
Cetartiodactyla,Bos_sauveli,CR
Cetartiodactyla,Boselaphus_tragocamelus,LC
Rodentia,Brachiones_przewalskii,LC
Lagomorpha,Brachylagus_idahoensis,LC
Chiroptera,Brachyphylla_cavernarum,LC
Chiroptera,Brachyphylla_nana,LC
Carnivora,Brachyprotoma_obtusata,DD
Rodentia,Brachytarsomys_albicauda,LC
Rodentia,Brachytarsomys_villosa,VU
Primates,Brachyteles_arachnoides,EN
Primates,Brachyteles_hypoxanthus,CR
Rodentia,Brachyuromys_betsileoensis,LC
Rodentia,Brachyuromys_ramirohitra,LC
Pilosa,Bradypus_pygmaeus,CR
Pilosa,Bradypus_torquatus,VU
Pilosa,Bradypus_tridactylus,LC
Pilosa,Bradypus_variegatus,LC
Rodentia,Brotomys_voratus,EX
Rodentia,Brucepattersonius_albinasus,DD
Rodentia,Brucepattersonius_griserufescens,DD
Rodentia,Brucepattersonius_guarani,DD
Rodentia,Brucepattersonius_igniventris,DD
Rodentia,Brucepattersonius_iheringi,LC
Rodentia,Brucepattersonius_misionensis,DD
Rodentia,Brucepattersonius_paradisus,DD
Rodentia,Brucepattersonius_soricinus,DD
Cetartiodactyla,Bubalus_arnee,EN
Cetartiodactyla,Bubalus_depressicornis,EN
Cetartiodactyla,Bubalus_grovesi,DD
Cetartiodactyla,Bubalus_mindorensis,CR
Cetartiodactyla,Bubalus_palaeokerabau,DD
Cetartiodactyla,Bubalus_quarlesi,EN
Cetartiodactyla,Budorcas_taxicolor,VU
Rodentia,Bullimus_bagobus,LC
Rodentia,Bullimus_gamay,VU
Rodentia,Bullimus_luzonicus,LC
Lagomorpha,Bunolagus_monticularis,CR
Rodentia,Bunomys_andrewsi,LC
Rodentia,Bunomys_chrysocomus,LC
Rodentia,Bunomys_coelestis,CR
Rodentia,Bunomys_fratrorum,VU
Rodentia,Bunomys_penitus,NT
Rodentia,Bunomys_prolatus,EN
Diprotodontia,Burramys_parvus,CR
Cingulata,Cabassous_centralis,DD
Cingulata,Cabassous_chacoensis,NT
Cingulata,Cabassous_tatouay,LC
Cingulata,Cabassous_unicinctus,LC
Primates,Cacajao_calvus,VU
Primates,Cacajao_hosomi,VU
Paucituberculata,Caenolestes_caniventer,NT
Paucituberculata,Caenolestes_condorensis,VU
Paucituberculata,Caenolestes_convelatus,VU
Paucituberculata,Caenolestes_fuliginosus,LC
Paucituberculata,Caenolestes_sangay,VU
Primates,Caipora_bambuiorum,DD
Afrosoricida,Calcochloris_obtusirostris,LC
Afrosoricida,Calcochloris_tytonis,DD
Primates,Callicebus_aureipalatii,LC
Primates,Callicebus_baptista,LC
Primates,Callicebus_barbarabrownae,CR
Primates,Callicebus_bernhardi,LC
Primates,Callicebus_brunneus,LC
Primates,Callicebus_caligatus,LC
Primates,Callicebus_caquetensis,CR
Primates,Callicebus_cinerascens,LC
Primates,Callicebus_coimbrai,EN
Primates,Callicebus_cupreus,LC
Primates,Callicebus_discolor,LC
Primates,Callicebus_donacophilus,LC
Primates,Callicebus_dubius,LC
Primates,Callicebus_hoffmannsi,LC
Primates,Callicebus_lucifer,LC
Primates,Callicebus_lugens,LC
Primates,Callicebus_medemi,VU
Primates,Callicebus_melanochir,VU
Primates,Callicebus_modestus,EN
Primates,Callicebus_moloch,LC
Primates,Callicebus_nigrifrons,NT
Primates,Callicebus_oenanthe,CR
Primates,Callicebus_olallae,EN
Primates,Callicebus_ornatus,VU
Primates,Callicebus_pallescens,LC
Primates,Callicebus_personatus,VU
Primates,Callicebus_purinus,LC
Primates,Callicebus_regulus,LC
Primates,Callicebus_stephennashi,DD
Primates,Callicebus_torquatus,LC
Primates,Callimico_goeldii,VU
Rodentia,Callistomys_pictus,EN
Primates,Callithrix_aurita,VU
Primates,Callithrix_flaviceps,EN
Primates,Callithrix_geoffroyi,LC
Primates,Callithrix_jacchus,LC
Primates,Callithrix_kuhlii,NT
Primates,Callithrix_penicillata,LC
Carnivora,Callorhinus_ursinus,VU
Rodentia,Callosciurus_adamsi,NT
Rodentia,Callosciurus_albescens,DD
Rodentia,Callosciurus_baluensis,LC
Rodentia,Callosciurus_caniceps,LC
Rodentia,Callosciurus_erythraeus,LC
Rodentia,Callosciurus_finlaysonii,LC
Rodentia,Callosciurus_inornatus,LC
Rodentia,Callosciurus_melanogaster,VU
Rodentia,Callosciurus_nigrovittatus,NT
Rodentia,Callosciurus_notatus,LC
Rodentia,Callosciurus_orestes,LC
Rodentia,Callosciurus_phayrei,LC
Rodentia,Callosciurus_prevostii,LC
Rodentia,Callosciurus_pygerythrus,LC
Rodentia,Callosciurus_quinquestriatus,NT
Rodentia,Callospermophilus_lateralis,LC
Rodentia,Callospermophilus_madrensis,NT
Rodentia,Callospermophilus_saturatus,LC
Rodentia,Calomys_boliviae,LC
Rodentia,Calomys_callidus,LC
Rodentia,Calomys_callosus,LC
Rodentia,Calomys_expulsus,LC
Rodentia,Calomys_fecundus,LC
Rodentia,Calomys_hummelincki,LC
Rodentia,Calomys_laucha,LC
Rodentia,Calomys_lepidus,LC
Rodentia,Calomys_musculinus,LC
Rodentia,Calomys_sorellus,LC
Rodentia,Calomys_tener,LC
Rodentia,Calomys_tocantinsi,LC
Rodentia,Calomys_venustus,LC
Rodentia,Calomyscus_bailwardi,LC
Rodentia,Calomyscus_baluchi,LC
Rodentia,Calomyscus_elburzensis,LC
Rodentia,Calomyscus_grandis,DD
Rodentia,Calomyscus_hotsoni,LC
Rodentia,Calomyscus_mystax,LC
Rodentia,Calomyscus_tsolovi,DD
Rodentia,Calomyscus_urartensis,LC
Diprotodontia,Caloprymnus_campestris,EX
Didelphimorphia,Caluromys_derbianus,LC
Didelphimorphia,Caluromys_lanatus,LC
Didelphimorphia,Caluromys_philander,LC
Didelphimorphia,Caluromysiops_irrupta,LC
Cingulata,Calyptophractus_retusus,DD
Cetartiodactyla,Camelops_hesternus,DD
Cetartiodactyla,Camelus_dromedarius,DD
Cetartiodactyla,Camelus_ferus,CR
Rodentia,Canariomys_bravoi,DD
Rodentia,Canariomys_tamarani,DD
Cetartiodactyla,Candiacervus_cretensis,DD
Cetartiodactyla,Candiacervus_dorothensis,DD
Cetartiodactyla,Candiacervus_major,DD
Cetartiodactyla,Candiacervus_rethymnensis,DD
Cetartiodactyla,Candiacervus_ropalophorus,DD
Cetartiodactyla,Candiacervus_spII,DD
Carnivora,Canis_adustus,LC
Carnivora,Canis_aureus,LC
Carnivora,Canis_dirus,DD
Carnivora,Canis_latrans,LC
Carnivora,Canis_lupus,LC
Carnivora,Canis_mesomelas,LC
Carnivora,Canis_rufus,CR
Carnivora,Canis_simensis,EN
Rodentia,Cannomys_badius,LC
Rodentia,Cansumys_canus,LC
Cetartiodactyla,Caperea_marginata,DD
Cetartiodactyla,Capra_aegagrus,VU
Cetartiodactyla,Capra_caucasica,EN
Cetartiodactyla,Capra_cylindricornis,NT
Cetartiodactyla,Capra_falconeri,NT
Cetartiodactyla,Capra_ibex,LC
Cetartiodactyla,Capra_nubiana,VU
Cetartiodactyla,Capra_pyrenaica,LC
Cetartiodactyla,Capra_sibirica,LC
Cetartiodactyla,Capra_walie,EN
Cetartiodactyla,Capreolus_capreolus,LC
Cetartiodactyla,Capreolus_miyakoensis,DD
Cetartiodactyla,Capreolus_pygargus,LC
Cetartiodactyla,Capricornis_crispus,LC
Cetartiodactyla,Capricornis_milneedwardsii,NT
Cetartiodactyla,Capricornis_rubidus,NT
Cetartiodactyla,Capricornis_sumatraensis,VU
Cetartiodactyla,Capricornis_swinhoei,LC
Cetartiodactyla,Capricornis_thar,NT
Cetartiodactyla,CapriniGen_spA,DD
Lagomorpha,Caprolagus_hispidus,EN
Cetartiodactyla,Capromeryx_minor,DD
Rodentia,Capromys_garridoi,CR
Rodentia,Capromys_pilorides,LC
Carnivora,Caracal_aurata,VU
Carnivora,Caracal_caracal,LC
Rodentia,Cardiocranius_paradoxus,DD
Chiroptera,Cardioderma_cor,LC
Chiroptera,Carollia_brevicauda,LC
Chiroptera,Carollia_castanea,LC
Chiroptera,Carollia_manu,LC
Chiroptera,Carollia_perspicillata,LC
Chiroptera,Carollia_sowelli,LC
Chiroptera,Carollia_subrufa,LC
Afrosoricida,Carpitalpa_arendsi,VU
Rodentia,Carpomys_melanurus,DD
Rodentia,Carpomys_phaeurus,LC
Rodentia,Carterodon_sulcidens,DD
Rodentia,Caryomys_eva,LC
Rodentia,Caryomys_inez,LC
Chiroptera,Casinycteris_argynnis,LC
Rodentia,Castor_canadensis,LC
Rodentia,Castor_fiber,LC
Rodentia,Castoroides_ohioensis,DD
Cetartiodactyla,Catagonus_stenocephalus,DD
Cetartiodactyla,Catagonus_wagneri,EN
Pilosa,Catonyx_cuvieri,DD
Carnivora,Catopuma_badia,EN
Carnivora,Catopuma_temminckii,NT
Rodentia,Cavia_aperea,LC
Rodentia,Cavia_fulgida,LC
Rodentia,Cavia_intermedia,CR
Rodentia,Cavia_magna,LC
Rodentia,Cavia_patzelti,DD
Rodentia,Cavia_tschudii,LC
Primates,Cebuella_pygmaea,LC
Primates,Cebus_aequatorialis,CR
Primates,Cebus_albifrons,LC
Primates,Cebus_brunneus,LC
Primates,Cebus_capucinus,LC
Primates,Cebus_cesarae,DD
Primates,Cebus_cuscinus,NT
Primates,Cebus_kaapori,CR
Primates,Cebus_malitiosus,EN
Primates,Cebus_versicolor,EN
Chiroptera,Centronycteris_centralis,LC
Chiroptera,Centronycteris_maximiliani,LC
Chiroptera,Centurio_senex,LC
Cetartiodactyla,Cephalophus_adersi,CR
